path,name,class,plant,disease,width,height,mode,mean_r,mean_g,mean_b,brightness,contrast,sharpness,file_size(KB)
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\93e1c476-7cb2-450c-9e22-ac9dda0e7a29___UF.Citrus_HLB_Lab 1434.JPG,93e1c476-7cb2-450c-9e22-ac9dda0e7a29___UF.Citrus_HLB_Lab 1434.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,92.80162048339844,116.14564514160156,53.03076171875,101.98452758789062,18.35559481984719,9.1578369140625,8336
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\93eb275c-8b31-4596-ac20-5de787f18eca___CREC_HLB 7294.JPG,93eb275c-8b31-4596-ac20-5de787f18eca___CREC_HLB 7294.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,122.33689880371094,113.27133178710938,88.98583984375,113.18843078613281,62.283135730326826,31.304336547851562,14354
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\940e4e61-2989-4255-b8d9-990bf7b6b410___CREC_HLB 5078.JPG,940e4e61-2989-4255-b8d9-990bf7b6b410___CREC_HLB 5078.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,121.61395263671875,129.99720764160156,91.96774291992188,123.1920166015625,34.957560866765725,34.042877197265625,15343
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\941a6300-ea46-4a3f-b437-9a534950ef72___CREC_HLB 4299.JPG,941a6300-ea46-4a3f-b437-9a534950ef72___CREC_HLB 4299.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,99.46357727050781,94.12322998046875,78.00791931152344,93.88587951660156,26.418313712105952,12.539947509765625,8996
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\941ffc0e-76e3-4e12-ad77-cb45dafa96eb___UF.Citrus_HLB_Lab 1584.JPG,941ffc0e-76e3-4e12-ad77-cb45dafa96eb___UF.Citrus_HLB_Lab 1584.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,87.02467346191406,106.93794250488281,53.37898254394531,94.87419128417969,23.148333254153396,8.538345336914062,8187
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\942d43ac-3aa4-4691-8e8c-eb1635d2ce03___CREC_HLB 4431.JPG,942d43ac-3aa4-4691-8e8c-eb1635d2ce03___CREC_HLB 4431.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,109.79600524902344,107.41630554199219,91.72337341308594,106.30955505371094,23.95124284760791,12.99505615234375,9270
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\943eb729-59e9-41f7-973c-5839535d1ea3___CREC_HLB 5220.JPG,943eb729-59e9-41f7-973c-5839535d1ea3___CREC_HLB 5220.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,124.77703857421875,103.31282043457031,83.38348388671875,107.49708557128906,28.433050240842835,22.293655395507812,11993
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94477a5c-a69c-4574-a6da-b821c17ed4a7___CREC_HLB 4973.JPG,94477a5c-a69c-4574-a6da-b821c17ed4a7___CREC_HLB 4973.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,101.54548645019531,106.47187805175781,75.21072387695312,101.47802734375,46.706120320633595,34.54925537109375,15060
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9447aa0d-3e3c-4b5b-be2c-82ec0d4442c6___CREC_HLB 4897.JPG,9447aa0d-3e3c-4b5b-be2c-82ec0d4442c6___CREC_HLB 4897.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,111.46670532226562,110.47854614257812,80.00502014160156,107.29008483886719,56.68021140850329,35.20787048339844,15443
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\945884e0-9461-493b-b317-994ba46a4faf___UF.Citrus_HLB_Lab 0084.JPG,945884e0-9461-493b-b317-994ba46a4faf___UF.Citrus_HLB_Lab 0084.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,104.88874816894531,121.78559875488281,77.45431518554688,111.66384887695312,20.118055423768034,11.222625732421875,9087
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\945de8c8-e1d4-4db0-940b-24259d16a1d4___UF.Citrus_HLB_Lab 9657.JPG,945de8c8-e1d4-4db0-940b-24259d16a1d4___UF.Citrus_HLB_Lab 9657.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,95.06205749511719,120.95939636230469,73.94613647460938,107.86831665039062,20.687597940981483,7.786529541015625,7736
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\945f108d-ea8e-431f-af17-ff17add5e728___CREC_HLB 7574.JPG,945f108d-ea8e-431f-af17-ff17add5e728___CREC_HLB 7574.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,129.32212829589844,102.72242736816406,82.85986328125,108.42755126953125,31.024724640570952,15.78582763671875,10047
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94600a0a-3466-4157-9db8-c338f02521b1___CREC_HLB 4943.JPG,94600a0a-3466-4157-9db8-c338f02521b1___CREC_HLB 4943.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,114.70542907714844,118.08843994140625,80.75593566894531,112.86882019042969,47.44441122494392,32.72108459472656,14845
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94749cfb-6139-4eee-92f4-b63037a9b84b___CREC_HLB 7458.JPG,94749cfb-6139-4eee-92f4-b63037a9b84b___CREC_HLB 7458.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,129.3795166015625,108.34188842773438,77.20433044433594,111.02786254882812,29.670483693135555,23.555206298828125,12331
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94921364-7214-44b4-bcf3-fd8fc2cc5573___UF.Citrus_HLB_Lab 9998.JPG,94921364-7214-44b4-bcf3-fd8fc2cc5573___UF.Citrus_HLB_Lab 9998.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,115.7149658203125,136.17718505859375,76.89588928222656,123.32168579101562,30.804753929992778,7.829559326171875,7861
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\949572ca-910e-4006-8e3a-1d0b38ebb586___UF.Citrus_HLB_Lab 9898.JPG,949572ca-910e-4006-8e3a-1d0b38ebb586___UF.Citrus_HLB_Lab 9898.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,112.53782653808594,127.73185729980469,75.05636596679688,117.21157836914062,14.624715299177383,7.1681060791015625,7124
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\949c5e78-a760-4576-be1e-4317c9600aed___CREC_HLB 7854.JPG,949c5e78-a760-4576-be1e-4317c9600aed___CREC_HLB 7854.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,122.1336669921875,93.10934448242188,81.07342529296875,100.42173767089844,36.27924016703888,22.366790771484375,11925
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94a37c39-f702-4aa3-b6d7-da675eaa59a7___CREC_HLB 6753.JPG,94a37c39-f702-4aa3-b6d7-da675eaa59a7___CREC_HLB 6753.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,107.34429931640625,97.65107727050781,82.8568115234375,98.85734558105469,32.80206849712969,22.89422607421875,12155
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94a6ce1e-3508-4d66-836a-65353429f3e7___CREC_HLB 5076.JPG,94a6ce1e-3508-4d66-836a-65353429f3e7___CREC_HLB 5076.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,125.44923400878906,125.43162536621094,95.83987426757812,122.06840515136719,38.691217609748534,32.3189697265625,14794
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94bb53ac-e37e-4bb6-aeda-9823f3556399___UF.Citrus_HLB_Lab 1509.JPG,94bb53ac-e37e-4bb6-aeda-9823f3556399___UF.Citrus_HLB_Lab 1509.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,99.05313110351562,115.06021118164062,62.50396728515625,104.30625915527344,19.457999386366787,7.7337646484375,7807
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94be2ff0-2cee-4550-88a2-ee07937234b4___CREC_HLB 4262.JPG,94be2ff0-2cee-4550-88a2-ee07937234b4___CREC_HLB 4262.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,98.28681945800781,98.09881591796875,80.19747924804688,96.083251953125,31.1895567257852,19.224014282226562,11208
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94c7e3a7-9355-4099-8260-ba7a64921ad6___UF.Citrus_HLB_Lab 9635.JPG,94c7e3a7-9355-4099-8260-ba7a64921ad6___UF.Citrus_HLB_Lab 9635.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,103.69648742675781,132.07945251464844,64.63710021972656,115.87242126464844,35.40372108561865,8.131439208984375,8020
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94cc7945-5614-496e-82fb-91fce9934ae3___CREC_HLB 4017.JPG,94cc7945-5614-496e-82fb-91fce9934ae3___CREC_HLB 4017.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,99.05784606933594,102.22776794433594,75.99543762207031,98.30464172363281,27.199908163248775,17.795333862304688,10893
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94cf9de6-6f75-4473-9268-5ca5b87ace64___CREC_HLB 7078.JPG,94cf9de6-6f75-4473-9268-5ca5b87ace64___CREC_HLB 7078.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,119.6051025390625,119.7288818359375,82.76414489746094,115.49996948242188,46.79578234585246,48.059967041015625,18584
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94e0ea4c-cf92-4794-bf54-de0ef491065d___CREC_HLB 7200.JPG,94e0ea4c-cf92-4794-bf54-de0ef491065d___CREC_HLB 7200.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,127.54283142089844,127.1346435546875,94.72776794433594,123.58786010742188,48.58849230837218,38.13853454589844,15663
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94f0c005-39c0-469b-b608-01bf36a29a21___CREC_HLB 4349.JPG,94f0c005-39c0-469b-b608-01bf36a29a21___CREC_HLB 4349.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,95.27104187011719,93.56512451171875,72.02413940429688,91.59086608886719,26.344980489952984,20.026962280273438,11248
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94feceb5-254b-45d9-a90c-b2a6b80052ac___UF.Citrus_HLB_Lab 9653.JPG,94feceb5-254b-45d9-a90c-b2a6b80052ac___UF.Citrus_HLB_Lab 9653.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,100.05197143554688,110.26486206054688,63.04768371582031,101.80589294433594,14.086691303830648,6.45697021484375,6773
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94fed983-67f9-4aea-b0a5-3565395a5c1a___UF.Citrus_HLB_Lab 0132.JPG,94fed983-67f9-4aea-b0a5-3565395a5c1a___UF.Citrus_HLB_Lab 0132.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,130.67713928222656,140.35516357421875,77.65750122070312,130.3085479736328,29.11999831614258,7.5455322265625,7439
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\94ffe813-9740-479c-b3a5-5fc7e0b80189___UF.Citrus_HLB_Lab 9862.JPG,94ffe813-9740-479c-b3a5-5fc7e0b80189___UF.Citrus_HLB_Lab 9862.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,106.69235229492188,121.59449768066406,55.134490966796875,109.58085632324219,17.662003669797627,7.34027099609375,7186
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9501f422-4a4d-42de-8c4c-2e65a0859454___UF.Citrus_HLB_Lab 0639.JPG,9501f422-4a4d-42de-8c4c-2e65a0859454___UF.Citrus_HLB_Lab 0639.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,108.72630310058594,126.57003784179688,70.11434936523438,114.81298828125,26.475908372080756,8.15155029296875,7740
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95036024-cb4f-4a7c-a2f2-ce4f539299ca___CREC_HLB 5534.JPG,95036024-cb4f-4a7c-a2f2-ce4f539299ca___CREC_HLB 5534.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,99.73518371582031,100.265869140625,82.55720520019531,98.06013488769531,26.44948153311284,19.698989868164062,11382
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9508db93-b1fd-4a3b-9f74-91e494d61258___UF.Citrus_HLB_Lab 0792.JPG,9508db93-b1fd-4a3b-9f74-91e494d61258___UF.Citrus_HLB_Lab 0792.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,81.1112060546875,94.7218017578125,48.84913635253906,85.40765380859375,19.552570051490232,7.998260498046875,7747
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9511261e-142d-40b5-b551-7487c281d492___CREC_HLB 6857.JPG,9511261e-142d-40b5-b551-7487c281d492___CREC_HLB 6857.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,93.67453002929688,99.21194458007812,75.21218872070312,94.78683471679688,42.90994806094837,27.314926147460938,13167
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\951dc1ee-39bf-44cc-83af-76a3e75498d4___UF.Citrus_HLB_Lab 0538.JPG,951dc1ee-39bf-44cc-83af-76a3e75498d4___UF.Citrus_HLB_Lab 0538.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,105.50798034667969,122.47021484375,50.27891540527344,109.13955688476562,34.65543624987115,7.1617584228515625,7607
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\951e51cf-5108-4edc-abf7-0fd448b12e3f___CREC_HLB 6980.JPG,951e51cf-5108-4edc-abf7-0fd448b12e3f___CREC_HLB 6980.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,123.49412536621094,129.57919311523438,74.15164184570312,121.43899536132812,46.376648759505855,34.81431579589844,15603
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9545d69c-9598-4e2c-8ce5-bfc3bd6b1cec___CREC_HLB 6550.JPG,9545d69c-9598-4e2c-8ce5-bfc3bd6b1cec___CREC_HLB 6550.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,88.98622131347656,89.21485900878906,66.28778076171875,86.51539611816406,31.866263945623178,22.208038330078125,11752
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9548c365-1ed9-4f9e-ba75-f183e1e78338___CREC_HLB 7427.JPG,9548c365-1ed9-4f9e-ba75-f183e1e78338___CREC_HLB 7427.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,118.59434509277344,106.02761840820312,100.57646179199219,109.14512634277344,33.072133314064665,24.373214721679688,12157
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95510a0d-8496-4673-95f9-03d93dcc39cc___CREC_HLB 7686.JPG,95510a0d-8496-4673-95f9-03d93dcc39cc___CREC_HLB 7686.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,91.47621154785156,77.913330078125,70.6591796875,81.13104248046875,27.920550463252816,15.589248657226562,9863
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95532d35-8068-4f2d-940e-ce7ff8812feb___CREC_HLB 4821.JPG,95532d35-8068-4f2d-940e-ce7ff8812feb___CREC_HLB 4821.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,95.82952880859375,102.03132629394531,86.54130554199219,98.47117614746094,30.74130090042969,25.91265869140625,12599
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\955d58a5-5389-4760-8293-35b7f0deda63___UF.Citrus_HLB_Lab 9793.JPG,955d58a5-5389-4760-8293-35b7f0deda63___UF.Citrus_HLB_Lab 9793.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,104.51429748535156,119.89955139160156,75.53315734863281,110.2467041015625,23.3900604813797,11.843582153320312,9345
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95653857-6412-41a1-a4b6-4a186cec5aef___CREC_HLB 4162.JPG,95653857-6412-41a1-a4b6-4a186cec5aef___CREC_HLB 4162.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,114.15127563476562,109.965576171875,74.85311889648438,107.22689819335938,24.73494440522116,12.620834350585938,9468
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9577dae5-db43-4da2-87fa-aafa6e2663fd___CREC_HLB 3965.JPG,9577dae5-db43-4da2-87fa-aafa6e2663fd___CREC_HLB 3965.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,100.39599609375,95.08015441894531,68.6683349609375,93.68812561035156,30.564063807845354,13.631378173828125,9500
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9591292d-5f6a-4969-aadf-6dcf02da49a2___CREC_HLB 7768.JPG,9591292d-5f6a-4969-aadf-6dcf02da49a2___CREC_HLB 7768.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,121.98199462890625,90.05081176757812,71.23738098144531,97.50241088867188,36.7331329084472,27.608139038085938,13349
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9595d364-a3c3-473b-bbeb-50355fe8b303___UF.Citrus_HLB_Lab 0524.JPG,9595d364-a3c3-473b-bbeb-50355fe8b303___UF.Citrus_HLB_Lab 0524.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,129.08885192871094,152.2461395263672,74.14804077148438,136.42477416992188,33.354403340158925,7.172332763671875,7601
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95aa386a-0ca9-41bb-babb-9dfdfbd14bc7___CREC_HLB 5647.JPG,95aa386a-0ca9-41bb-babb-9dfdfbd14bc7___CREC_HLB 5647.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,98.46241760253906,82.34112548828125,63.72920227050781,85.04864501953125,31.98015621022565,18.845840454101562,10761
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95adb3cb-b9f4-4f8f-b98c-bf91c660cf10___CREC_HLB 7556.JPG,95adb3cb-b9f4-4f8f-b98c-bf91c660cf10___CREC_HLB 7556.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,143.38360595703125,110.67774963378906,93.76979064941406,118.5482177734375,29.65222864426408,24.938507080078125,12508
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95c61829-614d-413a-b1de-d3bcaf4163a4___UF.Citrus_HLB_Lab 0561.JPG,95c61829-614d-413a-b1de-d3bcaf4163a4___UF.Citrus_HLB_Lab 0561.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,72.67337036132812,90.44831848144531,43.31535339355469,79.78324890136719,17.866659734534597,5.926849365234375,6714
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95dd9a14-4ce5-4657-a273-4a73997fa709___CREC_HLB 5326.JPG,95dd9a14-4ce5-4657-a273-4a73997fa709___CREC_HLB 5326.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,100.3155517578125,104.69819641113281,88.64837646484375,101.51951599121094,28.489128057312158,24.437332153320312,12353
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\95ed75a8-77cf-4f0e-ada4-247cad7a4ff5___CREC_HLB 4429.JPG,95ed75a8-77cf-4f0e-ada4-247cad7a4ff5___CREC_HLB 4429.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,100.62925720214844,95.85476684570312,81.37503051757812,95.63555908203125,22.85362627336635,12.491790771484375,9020
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\96197a9c-33c8-4183-ae6b-4993f2624392___CREC_HLB 7382.JPG,96197a9c-33c8-4183-ae6b-4993f2624392___CREC_HLB 7382.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,116.62605285644531,112.25112915039062,103.09739685058594,112.44657897949219,28.74699292533491,22.525253295898438,11988
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9621ff63-32ee-43d2-88c5-63400a5a5297___CREC_HLB 7194.JPG,9621ff63-32ee-43d2-88c5-63400a5a5297___CREC_HLB 7194.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,113.81307983398438,113.4647216796875,84.53903198242188,110.270751953125,36.96586803301887,46.76533508300781,18216
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9623daf6-3da4-433b-be55-0b14b634a7b4___CREC_HLB 4910.JPG,9623daf6-3da4-433b-be55-0b14b634a7b4___CREC_HLB 4910.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,109.07406616210938,113.31369018554688,95.76213073730469,110.0677490234375,49.082448173084984,36.07972717285156,15330
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9632e0be-46b9-403c-a07b-fa0076429136___CREC_HLB 7912.JPG,9632e0be-46b9-403c-a07b-fa0076429136___CREC_HLB 7912.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,125.0433349609375,92.49580383300781,73.60096740722656,100.07380676269531,30.15430338921675,26.525115966796875,13047
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\963801dd-e7b0-40b3-80f1-b947c5d348bb___CREC_HLB 6759.JPG,963801dd-e7b0-40b3-80f1-b947c5d348bb___CREC_HLB 6759.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,111.74308776855469,101.46865844726562,76.79954528808594,101.7261962890625,30.859939884616978,27.899734497070312,13699
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\96437df2-4d84-49f3-87b3-8cd27c7e5748___CREC_HLB 7525.JPG,96437df2-4d84-49f3-87b3-8cd27c7e5748___CREC_HLB 7525.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,137.0579071044922,129.97482299804688,106.34796142578125,129.3657989501953,47.95181616911003,41.58915710449219,16948
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9644005a-073b-4b3d-af3c-a03aaec5f264___UF.Citrus_HLB_Lab 0436.JPG,9644005a-073b-4b3d-af3c-a03aaec5f264___UF.Citrus_HLB_Lab 0436.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,100.78009033203125,116.63975524902344,70.74154663085938,106.64117431640625,27.750619102713216,10.300613403320312,8903
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\964a1140-991a-4b94-aa57-b0e8b3330171___CREC_HLB 6842.JPG,964a1140-991a-4b94-aa57-b0e8b3330171___CREC_HLB 6842.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,104.9713134765625,104.94918823242188,83.64311218261719,102.55802917480469,49.33781254401682,35.7796630859375,15531
d:\2026-2027\computer-vision\plantvillage_dataset/color/Orange___Haunglongbing_(Citrus_greening)\9653ef7e-a92b-4efd-a417-cfb9bec979f8___CREC_HLB 4375.JPG,9653ef7e-a92b-4efd-a417-cfb9bec979f8___CREC_HLB 4375.JPG,Orange___Haunglongbing_(Citrus_greening),Orange,Haunglongbing_(Citrus_greening),256,256,RGB,112.0321044921875,106.74276733398438,89.494140625,106.38870239257812,25.541785077823413,10.58392333984375,8655
